,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
202,Heir of the Ancient Fang,G,3.0,{2}{G},2.0,3.0,,"Heir of the Ancient Fang enters the battlefield with a +1/+1 counter on it if you control a modified creature. (Equipment, Auras you control, and counters are modifications.)",common,,,Creature,"Snake, Samurai"
203,Historian's Wisdom,G,3.0,{2}{G},,,,"Enchant artifact or creature
When Historian's Wisdom enters the battlefield, if enchanted permanent is a creature with the greatest power among creatures on the battlefield, draw a card.
As long as enchanted permanent is a creature, it gets +2/+1.",uncommon,Enchant,,Enchantment,Aura
204,Invoke the Ancients,G,5.0,{1}{G}{G}{G}{G},,,,"Create two 4/5 green Spirit creature tokens. For each of them, put your choice of a vigilance counter, a reach counter, or a trample counter on it.",rare,,,Sorcery,
205,Jugan Defends the Temple,G,3.0,{2}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Create a 1/1 green Human Monk creature token with ""{T}: Add {G}.""
II — Put a +1/+1 counter on each of up to two target creatures.
III — Exile this Saga, then return it to the battlefield transformed under your control.",mythic,Transform,,Enchantment,Saga
206,Remnant of the Rising Star,G,3.0,,2.0,2.0,,"Flying
Whenever another creature enters the battlefield under your control, you may pay {X}. When you do, put X +1/+1 counters on that creature.
As long as you control five or more modified creatures, Remnant of the Rising Star gets +5/+5 and has trample. (Equipment, Auras you control, and counters are modifications.)",mythic,Flying,,"Enchantment, Creature","Dragon, Spirit"
207,Jukai Preserver,G,4.0,{3}{G},3.0,3.0,,"When Jukai Preserver enters the battlefield, put a +1/+1 counter on target creature you control.
Channel — {2}{G}, Discard Jukai Preserver: Put a +1/+1 counter on each of up to two target creatures you control.",common,Channel,,"Enchantment, Creature","Human, Druid"
208,Jukai Trainee,G,2.0,{1}{G},2.0,2.0,,"Whenever Jukai Trainee blocks or becomes blocked, it gets +1/+1 until end of turn.",common,,,Creature,"Human, Samurai"
209,Kami of Transience,G,2.0,{1}{G},2.0,2.0,,"Trample
Whenever you cast an enchantment spell, put a +1/+1 counter on Kami of Transience.
At the beginning of each end step, if an enchantment was put into your graveyard from the battlefield this turn, you may return Kami of Transience from your graveyard to your hand.",rare,Trample,,Creature,Spirit
210,Kappa Tech-Wrecker,G,2.0,{1}{G},1.0,3.0,,"Ninjutsu {1}{G}
Kappa Tech-Wrecker enters the battlefield with a deathtouch counter on it.
Whenever Kappa Tech-Wrecker deals combat damage to a player, you may remove a deathtouch counter from it. When you do, exile target artifact or enchantment that player controls.",uncommon,Ninjutsu,,Creature,"Turtle, Ninja"
211,Kodama of the West Tree,G,3.0,{2}{G},3.0,3.0,,"Reach
Modified creatures you control have trample. (Equipment, Auras you control, and counters are modifications.)
Whenever a modified creature you control deals combat damage to a player, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",mythic,Reach,Legendary,Creature,Spirit
212,"Kura, the Boundless Sky",G,5.0,{3}{G}{G},4.0,4.0,,"Flying, deathtouch
When Kura, the Boundless Sky dies, choose one —
• Search your library for up to three land cards, reveal them, put them into your hand, then shuffle.
• Create an X/X green Spirit creature token, where X is the number of lands you control.",mythic,"Deathtouch, Flying",Legendary,Creature,"Dragon, Spirit"
213,Master's Rebuke,G,2.0,{1}{G},,,,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,common,,,Instant,
214,Orochi Merge-Keeper,G,2.0,{1}{G},1.0,1.0,,"{T}: Add {G}.
As long as Orochi Merge-Keeper is modified, it has ""{T}: Add {G}{G}."" (Equipment, Auras you control, and counters are modifications.)",uncommon,,,Creature,"Snake, Druid"
215,Roaring Earth,G,2.0,{1}{G},,,,"Whenever a land enters the battlefield under your control, put a +1/+1 counter on target creature or Vehicle you control.
Channel — {X}{G}{G}, Discard Roaring Earth: Put X +1/+1 counters on target land you control. It becomes a 0/0 green Spirit creature with haste. It's still a land.",uncommon,Channel,,Enchantment,
216,Season of Renewal,G,3.0,{2}{G},,,,"Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target enchantment card from your graveyard to your hand.",common,,,Instant,
217,"Shigeki, Jukai Visionary",G,2.0,{1}{G},1.0,3.0,,"{1}{G}, {T}, Return Shigeki, Jukai Visionary to its owner's hand: Reveal the top four cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest into your graveyard.
Channel — {X}{X}{G}{G}, Discard Shigeki: Return X target nonlegendary cards from your graveyard to your hand.",rare,Channel,Legendary,"Enchantment, Creature","Snake, Druid"
218,Spring-Leaf Avenger,G,5.0,{3}{G}{G},6.0,5.0,,"Ninjutsu {3}{G} ({3}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Spring-Leaf Avenger deals combat damage to a player, return target permanent card from your graveyard to your hand.",rare,Ninjutsu,,Creature,"Insect, Ninja"
219,Storyweave,G,3.0,{2}{G},,,,"Choose one —
• Put two +1/+1 counters on target creature you control.
• Put two lore counters on target Saga you control. The next time one or more enchantment creatures enter the battlefield under your control this turn, each enters with two additional +1/+1 counters on it.",uncommon,,,Instant,
220,Tales of Master Seshiro,G,5.0,{4}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Put a +1/+1 counter on target creature or Vehicle you control. It gains vigilance until end of turn.
III — Exile this Saga, then return it to the battlefield transformed under your control.",common,"Transform, Vigilance",,Enchantment,Saga
221,Seshiro's Living Legacy,G,5.0,,5.0,5.0,,"Vigilance, haste",common,"Haste, Vigilance",,"Enchantment, Creature","Snake, Warrior"
222,Tamiyo's Safekeeping,G,1.0,{G},,,,"Target permanent you control gains hexproof and indestructible until end of turn. You gain 2 life. (A permanent with hexproof and indestructible can't be the target of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy it.)",common,,,Instant,
223,Teachings of the Kirin,G,2.0,{1}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Mill three cards. Create a 1/1 colorless Spirit creature token.
II — Put a +1/+1 counter on target creature you control.
III — Exile this Saga, then return it to the battlefield transformed under your control.",rare,"Mill, Transform",,Enchantment,Saga
224,Kirin-Touched Orochi,G,2.0,,1.0,1.0,,"Whenever Kirin-Touched Orochi attacks, choose one —
• Exile target creature card from a graveyard. When you do, create a 1/1 colorless Spirit creature token.
• Exile target noncreature card from a graveyard. When you do, put a +1/+1 counter on target creature you control.",rare,,,"Enchantment, Creature","Snake, Monk"
225,Weaver of Harmony,G,2.0,{1}{G},2.0,2.0,,"Other enchantment creatures you control get +1/+1.
{G}, {T}: Copy target activated or triggered ability you control from an enchantment source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",rare,,,"Enchantment, Creature","Snake, Druid"
226,Webspinner Cuff,G,3.0,{2}{G},1.0,4.0,,"Reach
Equipped creature gets +1/+4 and has reach.
Reconfigure {4} ({4}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)",uncommon,"Reach, Reconfigure",,"Artifact, Creature","Equipment, Spider"
227,Asari Captain,"R, W",5.0,{3}{R}{W},4.0,3.0,,"Haste
Whenever a Samurai or Warrior you control attacks alone, it gets +1/+0 until end of turn for each Samurai or Warrior you control.",uncommon,Haste,,Creature,"Human, Samurai"
228,Colossal Skyturtle,"G, U",7.0,{4}{G}{G}{U},6.0,5.0,,"Flying, ward {2}
Channel — {2}{G}, Discard Colossal Skyturtle: Return target card from your graveyard to your hand.
Channel — {1}{U}, Discard Colossal Skyturtle: Return target creature to its owner's hand.",uncommon,"Channel, Flying, Ward",,"Enchantment, Creature",Turtle
229,Enthusiastic Mechanaut,"R, U",2.0,{U}{R},2.0,2.0,,"Flying
Artifact spells you cast cost {1} less to cast.",uncommon,Flying,,"Artifact, Creature","Goblin, Artificer"
230,Gloomshrieker,"B, G",3.0,{1}{B}{G},2.0,1.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Gloomshrieker enters the battlefield, return target permanent card from your graveyard to your hand.
If Gloomshrieker would die, exile it instead.",uncommon,Menace,,"Enchantment, Creature","Cat, Beast"
231,"Greasefang, Okiba Boss","B, W",3.0,{1}{W}{B},4.0,3.0,,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step.",rare,,Legendary,Creature,"Rat, Pilot"
232,Hidetsugu Consumes All,"B, R",3.0,{1}{B}{R},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Destroy each nonland permanent with mana value 1 or less.
II — Exile all graveyards.
III — Exile this Saga, then return it to the battlefield transformed under your control.",mythic,Transform,,Enchantment,Saga
233,Vessel of the All-Consuming,"B, R",3.0,,3.0,3.0,,"Trample
Whenever Vessel of the All-Consuming deals damage, put a +1/+1 counter on it.
Whenever Vessel of the All-Consuming deals damage to a player, if it has dealt 10 or more damage to that player this turn, they lose the game.",mythic,Trample,,"Enchantment, Creature","Ogre, Shaman"
234,"Hinata, Dawn-Crowned","R, U, W",4.0,{1}{U}{R}{W},4.0,4.0,,"Flying, trample
Spells you cast cost {1} less to cast for each target.
Spells your opponents cast cost {1} more to cast for each target.",rare,"Flying, Trample",Legendary,Creature,"Kirin, Spirit"
235,Invigorating Hot Spring,"G, R",3.0,{1}{R}{G},,,,"Invigorating Hot Spring enters the battlefield with four +1/+1 counters on it.
Modified creatures you control have haste. (Equipment, Auras you control, and counters are modifications.)
Remove a +1/+1 counter from Invigorating Hot Spring: Put a +1/+1 counter on target creature you control. Activate only as a sorcery and only once each turn.",uncommon,,,Enchantment,
236,"Isshin, Two Heavens as One","B, R, W",3.0,{R}{W}{B},3.0,4.0,,"If a creature attacking causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",rare,,Legendary,Creature,"Human, Samurai"
237,Jukai Naturalist,"G, W",2.0,{G}{W},2.0,2.0,,"Lifelink
Enchantment spells you cast cost {1} less to cast.",uncommon,Lifelink,,"Enchantment, Creature","Human, Monk"
238,Kaito Shizuki,"B, U",3.0,{1}{U}{B},,,3.0,"At the beginning of your end step, if Kaito Shizuki entered the battlefield this turn, he phases out.
[+1]: Draw a card. Then discard a card unless you attacked this turn.
[−2]: Create a 1/1 blue Ninja creature token with ""This creature can't be blocked.""
[−7]: You get an emblem with ""Whenever a creature you control deals combat damage to a player, search your library for a blue or black creature card, put it onto the battlefield, then shuffle.""",mythic,,Legendary,Planeswalker,Kaito
239,The Kami War,"B, G, R, U, W",6.0,{1}{W}{U}{B}{R}{G},,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Exile target nonland permanent an opponent controls.
II — Return up to one other target nonland permanent to its owner's hand. Then each opponent discards a card.
III — Exile this Saga, then return it to the battlefield transformed under your control.",mythic,Transform,,Enchantment,Saga
240,O-Kagachi Made Manifest,"B, G, R, U, W",6.0,,6.0,6.0,,"O-Kagachi Made Manifest is all colors.
Flying, trample
Whenever O-Kagachi Made Manifest attacks, defending player chooses a nonland card in your graveyard. Return that card to your hand. O-Kagachi Made Manifest gets +X/+0 until end of turn, where X is the mana value of that card.",mythic,"Flying, Trample",,"Enchantment, Creature","Dragon, Spirit"
241,"Kotose, the Silent Spider","B, U",5.0,{3}{U}{B},4.0,4.0,,"When Kotose, the Silent Spider enters the battlefield, exile target card other than a basic land card from an opponent's graveyard. Search that player's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles. For as long as you control Kotose, you may play one of the exiled cards, and you may spend mana as though it were mana of any color to cast it.",rare,,Legendary,Creature,"Human, Ninja"
242,"Naomi, Pillar of Order","B, W",5.0,{3}{W}{B},4.0,4.0,,"Whenever Naomi, Pillar of Order enters the battlefield or attacks, if you control an artifact and an enchantment, create a 2/2 white Samurai creature token with vigilance.",uncommon,,Legendary,Creature,"Human, Advisor"
243,Oni-Cult Anvil,"B, R",2.0,{B}{R},,,,"Whenever one or more artifacts you control leave the battlefield during your turn, create a 1/1 colorless Construct artifact creature token. This ability triggers only once each turn.
{T}, Sacrifice an artifact: Oni-Cult Anvil deals 1 damage to each opponent. You gain 1 life.",uncommon,,,Artifact,
244,Prodigy's Prototype,"U, W",3.0,{1}{W}{U},3.0,4.0,,"Whenever one or more Vehicles you control attack, create a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater.""
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",uncommon,Crew,,Artifact,Vehicle
245,"Raiyuu, Storm's Edge","R, W",4.0,{2}{R}{W},3.0,3.0,,"First strike
Whenever a Samurai or Warrior you control attacks alone, untap it. If it's the first combat phase of the turn, there is an additional combat phase after this phase.",rare,First strike,Legendary,Creature,"Human, Samurai"
246,"Risona, Asari Commander","R, W",3.0,{1}{R}{W},3.0,3.0,,"Haste
Whenever Risona, Asari Commander deals combat damage to a player, if it doesn't have an indestructible counter on it, put an indestructible counter on it.
Whenever combat damage is dealt to you, remove an indestructible counter from Risona.",rare,Haste,Legendary,Creature,"Human, Samurai"
247,Satoru Umezawa,"B, U",3.0,{1}{U}{B},2.0,4.0,,"Whenever you activate a ninjutsu ability, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. This ability triggers only once each turn.
Each creature card in your hand has ninjutsu {2}{U}{B}.",rare,,Legendary,Creature,"Human, Ninja"
248,"Satsuki, the Living Lore","G, W",2.0,{G}{W},1.0,3.0,,"{T}: Put a lore counter on each Saga you control. Activate only as a sorcery.
When Satsuki, the Living Lore dies, choose up to one —
• Return target Saga or enchantment creature you control to its owner's hand.
• Return target Saga card from your graveyard to your hand.",rare,,Legendary,Creature,"Human, Druid"
249,Silver-Fur Master,"B, U",2.0,{U}{B},2.0,2.0,,"Ninjutsu {U}{B} ({U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Ninjutsu abilities you activate cost {1} less to activate.
Other Ninja and Rogue creatures you control get +1/+1.",uncommon,Ninjutsu,,Creature,"Rat, Ninja"
250,Spirit-Sister's Call,"B, W",5.0,{3}{W}{B},,,,"At the beginning of your end step, choose target permanent card in your graveyard. You may sacrifice a permanent that shares a card type with the chosen card. If you do, return the chosen card from your graveyard to the battlefield and it gains ""If this permanent would leave the battlefield, exile it instead of putting it anywhere else.""",mythic,,,Enchantment,
251,"Tamiyo, Compleated Sage","G, U",5.0,{2}{G}{G/U/P}{U},,,5.0,"Compleated ({G/U/P} can be paid with {G}, {U}, or 2 life. If life was paid, this planeswalker enters with two fewer loyalty counters.)
[+1]: Tap up to one target artifact or creature. It doesn't untap during its controller's next untap step.
[−X]: Exile target nonland permanent card with mana value X from your graveyard. Create a token that's a copy of that card.
[−7]: Create Tamiyo's Notebook, a legendary colorless artifact token with ""Spells you cast cost {2} less to cast"" and ""{T}: Draw a card.""",mythic,Compleated,Legendary,Planeswalker,Tamiyo
252,Automated Artificer,C,2.0,{2},1.0,3.0,,{T}: Add {C}. Spend this mana only to activate an ability or cast an artifact spell.,common,,,"Artifact, Creature",Artificer
253,Bronze Cudgels,C,1.0,{1},,,,"{2}: Until end of turn, equipped creature gets +X/+0, where X is the number of times this ability has resolved this turn.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact,Equipment
254,Brute Suit,C,3.0,{3},4.0,3.0,,"Vigilance
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",common,"Crew, Vigilance",,Artifact,Vehicle
255,Circuit Mender,C,3.0,{3},2.0,3.0,,"When Circuit Mender enters the battlefield, you gain 2 life.
When Circuit Mender leaves the battlefield, draw a card.",uncommon,,,"Artifact, Creature",Insect
256,Containment Construct,C,2.0,{2},2.0,1.0,,"Whenever you discard a card, you may exile that card from your graveyard. If you do, you may play that card this turn.",uncommon,,,"Artifact, Creature",Construct
257,Dramatist's Puppet,C,4.0,{4},2.0,4.0,,"When Dramatist's Puppet enters the battlefield, for each kind of counter on target permanent, put another counter of that kind on it or remove one from it.",common,,,"Artifact, Creature",Construct
258,Eater of Virtue,C,1.0,{1},,,,"Whenever equipped creature dies, exile it.
Equipped creature gets +2/+0.
As long as a card exiled with Eater of Virtue has flying, equipped creature has flying. The same is true for first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, protection, reach, trample, and vigilance.
Equip {1}",rare,Equip,Legendary,Artifact,Equipment
259,Ecologist's Terrarium,C,2.0,{2},,,,"When Ecologist's Terrarium enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{2}, {T}, Sacrifice Ecologist's Terrarium: Put a +1/+1 counter on target creature. Activate only as a sorcery.",common,,,Artifact,
260,High-Speed Hoverbike,C,2.0,{2},2.0,2.0,,"Flash
Flying
When High-Speed Hoverbike enters the battlefield, tap up to one target creature.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",uncommon,"Crew, Flash, Flying",,Artifact,Vehicle
261,Iron Apprentice,C,1.0,{1},0.0,0.0,,"Iron Apprentice enters the battlefield with a +1/+1 counter on it.
When Iron Apprentice dies, if it had counters on it, put those counters on target creature you control.",common,,,"Artifact, Creature",Construct
262,Mechtitan Core,C,2.0,{2},2.0,4.0,,"{5}, Exile Mechtitan Core and four other artifact creatures and/or Vehicles you control: Create Mechtitan, a legendary 10/10 Construct artifact creature token with flying, vigilance, trample, lifelink, and haste that's all colors. When that token leaves the battlefield, return all cards exiled with Mechtitan Core except Mechtitan Core to the battlefield tapped under their owners' control.
Crew 2",rare,Crew,,Artifact,Vehicle
263,Mirror Box,C,3.0,{3},,,,"The ""legend rule"" doesn't apply to permanents you control.
Each legendary creature you control gets +1/+1.
Each nontoken creature you control gets +1/+1 for each other creature you control with the same name as that creature.",rare,,,Artifact,
264,Network Terminal,C,3.0,{3},,,,"{T}: Add one mana of any color.
{1}, {T}, Tap another untapped artifact you control: Draw a card, then discard a card.",common,,,Artifact,
265,Ninja's Kunai,C,1.0,{1},,,,"Equipped creature has ""{1}, {T}, Sacrifice Ninja's Kunai: Ninja's Kunai deals 3 damage to any target.""
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
266,Papercraft Decoy,C,2.0,{2},2.0,1.0,,"When Papercraft Decoy leaves the battlefield, you may pay {2}. If you do, draw a card.",common,,,"Artifact, Creature",Frog
267,Patchwork Automaton,C,2.0,{2},1.0,1.0,,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Whenever you cast an artifact spell, put a +1/+1 counter on Patchwork Automaton.",uncommon,Ward,,"Artifact, Creature",Construct
268,Reckoner Bankbuster,C,2.0,{2},4.0,4.0,,"Reckoner Bankbuster enters the battlefield with three charge counters on it.
{2}, {T}, Remove a charge counter from Reckoner Bankbuster: Draw a card. Then if there are no charge counters on Reckoner Bankbuster, create a Treasure token and a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater.""
Crew 3",rare,Crew,,Artifact,Vehicle
269,Reito Sentinel,C,3.0,{3},3.0,3.0,,"Defender
When Reito Sentinel enters the battlefield, target player mills three cards. (They put the top three cards of their library into their graveyard.)
{3}: Put target card from a graveyard on the bottom of its owner's library.",uncommon,"Defender, Mill",,"Artifact, Creature",Construct
270,Runaway Trash-Bot,C,3.0,{3},0.0,4.0,,"Trample
Runaway Trash-Bot gets +1/+0 for each artifact and/or enchantment card in your graveyard.",uncommon,Trample,,"Artifact, Creature",Construct
271,Searchlight Companion,C,3.0,{3},1.0,1.0,,"Flying
When Searchlight Companion enters the battlefield, create a 1/1 colorless Spirit creature token.",common,Flying,,"Artifact, Creature",Drone
272,Shrine Steward,C,5.0,{5},3.0,2.0,,"When Shrine Steward enters the battlefield, you may search your library for an Aura or Shrine card, reveal it, put it into your hand, then shuffle.",common,,,"Artifact, Creature",Construct
273,Surgehacker Mech,C,4.0,{4},5.0,5.0,,"Menace
When Surgehacker Mech enters the battlefield, it deals damage equal to twice the number of Vehicles you control to target creature or planeswalker an opponent controls.
Crew 4",rare,"Crew, Menace",,Artifact,Vehicle
274,Thundersteel Colossus,C,7.0,{7},7.0,7.0,,"Trample, haste
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",common,"Crew, Haste, Trample",,Artifact,Vehicle
275,Towashi Guide-Bot,C,4.0,{4},2.0,1.0,,"When Towashi Guide-Bot enters the battlefield, put a +1/+1 counter on target creature you control.
{4}, {T}: Draw a card. This ability costs {1} less to activate for each modified creature you control. (Equipment, Auras you control, and counters are modifications.)",uncommon,,,"Artifact, Creature",Construct
276,Walking Skyscraper,C,8.0,{8},8.0,8.0,,"This spell costs {1} less to cast for each modified creature you control. (Equipment, Auras you control, and counters are modifications.)
Trample
Walking Skyscraper has hexproof as long as it's untapped. (It can't be the target of spells or abilities your opponents control.)",uncommon,Trample,,"Artifact, Creature",Construct
277,Bloodfell Caves,L,0.0,,,,,"Bloodfell Caves enters the battlefield tapped.
When Bloodfell Caves enters the battlefield, you gain 1 life.
{T}: Add {B} or {R}.",common,,,Land,
278,Blossoming Sands,L,0.0,,,,,"Blossoming Sands enters the battlefield tapped.
When Blossoming Sands enters the battlefield, you gain 1 life.
{T}: Add {G} or {W}.",common,,,Land,
279,"Boseiju, Who Endures",L,0.0,,,,,"{T}: Add {G}.
Channel — {1}{G}, Discard Boseiju, Who Endures: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control.",rare,Channel,Legendary,Land,
280,Dismal Backwater,L,0.0,,,,,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",common,,,Land,
281,"Eiganjo, Seat of the Empire",L,0.0,,,,,"{T}: Add {W}.
Channel — {2}{W}, Discard Eiganjo, Seat of the Empire: It deals 4 damage to target attacking or blocking creature. This ability costs {1} less to activate for each legendary creature you control.",rare,Channel,Legendary,Land,
282,Jungle Hollow,L,0.0,,,,,"Jungle Hollow enters the battlefield tapped.
When Jungle Hollow enters the battlefield, you gain 1 life.
{T}: Add {B} or {G}.",common,,,Land,
283,Mech Hangar,L,0.0,,,,,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Pilot or Vehicle spell.
{3}, {T}: Target Vehicle becomes an artifact creature until end of turn.",uncommon,,,Land,
284,"Otawara, Soaring City",L,0.0,,,,,"{T}: Add {U}.
Channel — {3}{U}, Discard Otawara, Soaring City: Return target artifact, creature, enchantment, or planeswalker to its owner's hand. This ability costs {1} less to activate for each legendary creature you control.",rare,Channel,Legendary,Land,
285,Roadside Reliquary,L,0.0,,,,,"{T}: Add {C}.
{2}, {T}, Sacrifice Roadside Reliquary: Draw a card if you control an artifact. Draw a card if you control an enchantment.",uncommon,,,Land,
286,Rugged Highlands,L,0.0,,,,,"Rugged Highlands enters the battlefield tapped.
When Rugged Highlands enters the battlefield, you gain 1 life.
{T}: Add {R} or {G}.",common,,,Land,
287,Scoured Barrens,L,0.0,,,,,"Scoured Barrens enters the battlefield tapped.
When Scoured Barrens enters the battlefield, you gain 1 life.
{T}: Add {W} or {B}.",common,,,Land,
288,Secluded Courtyard,L,0.0,,,,,"As Secluded Courtyard enters the battlefield, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature or creature card of the chosen type.",uncommon,,,Land,
289,"Sokenzan, Crucible of Defiance",L,0.0,,,,,"{T}: Add {R}.
Channel — {3}{R}, Discard Sokenzan, Crucible of Defiance: Create two 1/1 colorless Spirit creature tokens. They gain haste until end of turn. This ability costs {1} less to activate for each legendary creature you control.",rare,Channel,Legendary,Land,
290,Swiftwater Cliffs,L,0.0,,,,,"Swiftwater Cliffs enters the battlefield tapped.
When Swiftwater Cliffs enters the battlefield, you gain 1 life.
{T}: Add {U} or {R}.",common,,,Land,
291,"Takenuma, Abandoned Mire",L,0.0,,,,,"{T}: Add {B}.
Channel — {3}{B}, Discard Takenuma, Abandoned Mire: Mill three cards, then return a creature or planeswalker card from your graveyard to your hand. This ability costs {1} less to activate for each legendary creature you control.",rare,"Channel, Mill",Legendary,Land,
292,Thornwood Falls,L,0.0,,,,,"Thornwood Falls enters the battlefield tapped.
When Thornwood Falls enters the battlefield, you gain 1 life.
{T}: Add {G} or {U}.",common,,,Land,
293,Tranquil Cove,L,0.0,,,,,"Tranquil Cove enters the battlefield tapped.
When Tranquil Cove enters the battlefield, you gain 1 life.
{T}: Add {W} or {U}.",common,,,Land,
294,Uncharted Haven,L,0.0,,,,,"Uncharted Haven enters the battlefield tapped.
As Uncharted Haven enters the battlefield, choose a color.
{T}: Add one mana of the chosen color.",common,,,Land,
295,Wind-Scarred Crag,L,0.0,,,,,"Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.",common,,,Land,
